RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSegment,TenureSegment,CreditSegment,MonetaryValue,Frequency,Recency,EstimatedAnnualValue,EstimatedLifetime,EstimatedCLV
164,15680772,Hu,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,,New (0-2y),Good (670-740),0.0,2,9,2000.0,7,14000.0
165,15658929,Taverner,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,High (100-200K),,Good (670-740),133702.89,1,11,3674.0578000000005,0,0.0
166,15585388,Sherman,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,High (100-200K),Loyal (8y+),Fair (580-670),125189.75,2,2,4503.795,14,63053.130000000005
167,15724623,Taubman,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,High (100-200K),Mature (5-8y),Good (670-740),113034.22,1,4,3260.6844,7,0.0
168,15588537,Robinson,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,High (100-200K),Loyal (8y+),Fair (580-670),109013.23,1,2,3180.2646,9,28622.3814
169,15574692,Pinto,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,,New (0-2y),Fair (580-670),0.0,2,9,2000.0,2,0.0
170,15611325,Wood,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,Medium (50-100K),Loyal (8y+),Good (670-740),57929.81,2,2,3158.5962,9,28427.3658
171,15587562,Hawkins,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,High (100-200K),Growing (2-5y),Poor (<580),130114.39,1,7,3602.2878,4,14409.1512
172,15613172,Sun,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,Medium (50-100K),Growing (2-5y),Fair (580-670),95826.49,2,6,3916.5298000000003,5,19582.649
173,15651022,Yost,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,High (100-200K),Loyal (8y+),Poor (<580),129608.57,1,1,3592.1714,10,0.0
174,15586310,Ting,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,High (100-200K),Growing (2-5y),Poor (<580),169462.09,1,7,4389.2418,4,17556.9672
175,15625524,Rowe,512,France,Male,40,5,0.0,2,1,1,146457.83,0,,Growing (2-5y),Poor (<580),0.0,2,6,2000.0,10,20000.0
176,15755209,Fu,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,High (100-200K),Mature (5-8y),Poor (<580),133868.21,1,4,3677.3642,12,44128.3704
177,15645248,Ho,510,France,Female,30,0,0.0,2,1,1,130553.47,0,,,Poor (<580),0.0,2,11,2000.0,5,10000.0
178,15790355,Okechukwu,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,High (100-200K),Growing (2-5y),Fair (580-670),190479.48,2,6,5809.5896,5,29047.948
179,15762615,Campbell,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,High (100-200K),Mature (5-8y),Fair (580-670),101993.12,1,3,3039.8624,13,39518.2112
180,15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,High (100-200K),Growing (2-5y),Very Good (740-800),161608.81,1,8,4232.1762,3,0.0
181,15716334,Rozier,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,High (100-200K),New (0-2y),Excellent (800+),122311.21,1,9,3446.2242,7,24123.5694
182,15789669,Hsia,510,France,Male,65,2,0.0,2,1,1,48071.61,0,,New (0-2y),Poor (<580),0.0,2,9,2000.0,7,14000.0
183,15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,High (100-200K),New (0-2y),Very Good (740-800),162150.42,2,10,5243.008400000001,1,5243.008400000001
184,15810845,T'ang,636,France,Male,42,2,0.0,2,1,1,55470.78,0,,New (0-2y),Fair (580-670),0.0,2,9,2000.0,7,14000.0
185,15719377,Cocci,804,France,Female,50,4,0.0,1,1,1,8546.87,1,,Growing (2-5y),Excellent (800+),0.0,1,7,1000.0,9,0.0
186,15654506,Chang,514,France,Male,32,8,0.0,2,1,0,95857.18,0,,Mature (5-8y),Poor (<580),0.0,2,3,2000.0,8,16000.0
187,15771977,T'ao,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,Medium (50-100K),New (0-2y),Good (670-740),99010.67,1,10,2980.2134,1,2980.2134
188,15708710,Ford,525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,,,Poor (<580),0.0,1,11,1000.0,5,5000.0
189,15726676,Marshall,616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,,Growing (2-5y),Fair (580-670),0.0,2,6,2000.0,10,20000.0
190,15587421,Tsai,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,High (100-200K),Mature (5-8y),Good (670-740),111388.18,2,4,4227.7636,7,29594.345200000003
191,15726931,Onwumelu,715,France,Female,41,8,56214.85,2,0,0,92982.61,1,Medium (50-100K),Mature (5-8y),Good (670-740),56214.85,2,3,3124.297,8,0.0
192,15771086,Graham,512,France,Female,36,3,84327.77,2,1,0,17675.36,0,Medium (50-100K),Growing (2-5y),Poor (<580),84327.77,2,8,3686.5554,3,11059.6662
193,15756850,Golovanov,479,France,Male,40,1,0.0,2,0,0,114996.43,0,,New (0-2y),Poor (<580),0.0,2,10,2000.0,1,2000.0
194,15702741,Potts,601,France,Male,32,8,93012.89,1,1,0,86957.42,0,Medium (50-100K),Mature (5-8y),Fair (580-670),93012.89,1,3,2860.2578000000003,8,22882.062400000003
195,15679200,Crawford,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,Medium (50-100K),Loyal (8y+),Poor (<580),61710.44,2,2,3234.2088000000003,9,29107.879200000003
196,15594815,Aleshire,807,France,Male,35,3,174790.15,1,1,1,600.36,0,High (100-200K),Growing (2-5y),Excellent (800+),174790.15,1,8,4495.803,8,35966.424
197,15635905,Moran,616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,,Mature (5-8y),Fair (580-670),0.0,2,5,2000.0,11,22000.0
198,15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,High (100-200K),Growing (2-5y),Good (670-740),107720.64,1,8,3154.4128,8,25235.3024
199,15656176,Jenkins,501,France,Male,57,10,0.0,2,1,1,47847.19,0,,Loyal (8y+),Poor (<580),0.0,2,1,2000.0,15,30000.0
200,15811127,Volkov,521,France,Male,35,6,96423.84,1,1,0,10488.44,0,Medium (50-100K),Mature (5-8y),Poor (<580),96423.84,1,5,2928.4768,6,17570.8608
201,15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,High (100-200K),New (0-2y),Excellent (800+),141040.01,1,9,3820.8002,7,26745.6014
202,15622911,Jude,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,High (100-200K),Growing (2-5y),Very Good (740-800),105420.18,1,7,3108.4036,9,27975.632400000002
203,15600974,He,516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,,Growing (2-5y),Poor (<580),0.0,1,6,1000.0,10,0.0
204,15727868,Onuora,711,France,Female,38,2,129022.06,2,1,1,14374.86,1,High (100-200K),New (0-2y),Good (670-740),129022.06,2,9,4580.4412,7,0.0
205,15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,High (100-200K),Growing (2-5y),Poor (<580),176666.62,1,8,4533.332399999999,3,13599.997199999998
206,15773039,Ku,550,France,Male,37,3,0.0,1,1,1,179670.31,0,,Growing (2-5y),Poor (<580),0.0,1,8,1000.0,8,8000.0
207,15755262,McDonald,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,Medium (50-100K),Growing (2-5y),Fair (580-670),89763.84,1,8,2795.2767999999996,3,0.0
208,15679531,Collins,618,France,Male,34,5,134954.53,1,1,1,151954.39,0,High (100-200K),Growing (2-5y),Fair (580-670),134954.53,1,6,3699.0906,10,36990.906
209,15684181,Hackett,643,France,Male,45,5,0.0,1,1,0,142513.5,1,,Growing (2-5y),Fair (580-670),0.0,1,6,1000.0,5,0.0
210,15612087,Dike,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,High (100-200K),New (0-2y),Good (670-740),106376.85,1,9,3127.5370000000003,7,21892.759000000002
211,15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,High (100-200K),New (0-2y),Good (670-740),161814.64,2,9,5236.2928,2,10472.5856
212,15624592,Tan,603,France,Male,31,8,0.0,2,1,1,169915.02,0,,Mature (5-8y),Fair (580-670),0.0,2,3,2000.0,13,26000.0
213,15573152,Glassman,620,France,Female,41,9,0.0,2,0,0,88852.47,0,,Loyal (8y+),Fair (580-670),0.0,2,2,2000.0,9,18000.0
214,15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,Medium (50-100K),New (0-2y),Good (670-740),63095.01,1,10,2261.9002,6,13571.4012
215,15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,High (100-200K),Growing (2-5y),Poor (<580),118287.01,2,7,4365.7402,4,17462.9608
216,15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,High (100-200K),Mature (5-8y),Fair (580-670),106854.21,1,4,3137.0842000000002,12,0.0
217,15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,Low (<50K),Mature (5-8y),Good (670-740),49512.55,1,4,1990.2510000000002,7,13931.757000000001
218,15786308,Millar,730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,,Loyal (8y+),Good (670-740),0.0,2,2,2000.0,9,18000.0
219,15659366,Shih,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,High (100-200K),New (0-2y),Excellent (800+),105799.32,2,10,4115.9864,1,0.0
220,15774854,Fuller,592,France,Male,54,8,0.0,1,1,1,28737.71,1,,Mature (5-8y),Fair (580-670),0.0,1,3,1000.0,13,0.0
221,15725311,Hay,726,France,Female,31,9,114722.05,2,1,1,98178.57,0,High (100-200K),Loyal (8y+),Good (670-740),114722.05,2,2,4294.441000000001,14,60122.17400000001
222,15787155,Yang,514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,,Mature (5-8y),Poor (<580),0.0,1,4,1000.0,12,12000.0
223,15727829,McIntyre,567,France,Male,42,2,0.0,2,1,1,167984.61,0,,New (0-2y),Poor (<580),0.0,2,9,2000.0,7,14000.0
224,15733247,Stevenson,850,France,Male,33,10,0.0,1,1,0,4861.72,1,,Loyal (8y+),Excellent (800+),0.0,1,1,1000.0,10,0.0
225,15568748,Poole,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,Medium (50-100K),Mature (5-8y),Good (670-740),99564.22,1,5,2991.2844,11,0.0
226,15699029,Bagley,670,France,Male,37,4,170557.91,2,1,0,198252.88,0,High (100-200K),Growing (2-5y),Fair (580-670),170557.91,2,7,5411.1582,4,21644.6328
227,15774393,Ch'ien,694,France,Female,30,9,0.0,2,1,1,26960.31,0,,Loyal (8y+),Good (670-740),0.0,2,2,2000.0,14,28000.0
228,15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,Medium (50-100K),Mature (5-8y),Poor (<580),74596.15,3,5,4491.923,11,0.0
229,15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,Medium (50-100K),New (0-2y),Very Good (740-800),96888.39,1,9,2937.7678,2,0.0
230,15605461,Lucas,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,High (100-200K),Growing (2-5y),Fair (580-670),130830.22,1,8,3616.6044,3,10849.8132
231,15808473,Ringrose,673,France,Male,72,1,0.0,2,0,1,111981.19,0,,New (0-2y),Good (670-740),0.0,2,10,2000.0,6,12000.0
232,15627000,Freeman,610,France,Male,40,0,0.0,2,1,0,62232.6,0,,,Fair (580-670),0.0,2,11,2000.0,0,0.0
233,15787174,Sergeyev,512,France,Female,37,1,0.0,2,0,1,156105.03,0,,New (0-2y),Poor (<580),0.0,2,10,2000.0,6,12000.0
234,15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,High (100-200K),Growing (2-5y),Very Good (740-800),119714.25,2,8,4394.285,8,35154.28
235,15704769,Smith,585,France,Female,67,5,113978.97,2,0,1,93146.11,0,High (100-200K),Growing (2-5y),Fair (580-670),113978.97,2,6,4279.5794000000005,10,42795.79400000001
236,15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,High (100-200K),Mature (5-8y),Very Good (740-800),100160.75,1,5,3003.215,6,0.0
237,15711540,Pacheco,712,France,Female,29,2,0.0,1,1,1,144375.0,0,,New (0-2y),Good (670-740),0.0,1,9,1000.0,7,7000.0
238,15764866,Synnot,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,High (100-200K),Growing (2-5y),Poor (<580),116220.5,3,8,5324.41,3,0.0
239,15794056,Johnston,668,France,Female,46,2,0.0,3,1,0,89048.46,1,,New (0-2y),Fair (580-670),0.0,3,9,3000.0,2,0.0
240,15795149,Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0,Medium (50-100K),New (0-2y),Good (670-740),81173.83,2,9,3623.4766,7,25364.336199999998
241,15812009,Grant,662,Spain,Male,38,4,0.0,2,1,0,136259.65,0,,Growing (2-5y),Fair (580-670),0.0,2,7,2000.0,4,8000.0
242,15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,High (100-200K),Growing (2-5y),Good (670-740),116803.8,1,6,3336.076,5,16680.38
243,15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0,High (100-200K),Mature (5-8y),Good (670-740),105961.68,2,3,4119.2336,13,53550.036799999994
244,15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,High (100-200K),Mature (5-8y),Fair (580-670),117411.6,1,5,3348.232,11,0.0
245,15576269,Madison,523,Spain,Male,34,7,0.0,2,1,0,62030.06,0,,Mature (5-8y),Poor (<580),0.0,2,4,2000.0,7,14000.0
246,15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1,High (100-200K),Loyal (8y+),Fair (580-670),123497.58,1,1,3469.9516,10,0.0
247,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0,High (100-200K),Mature (5-8y),Very Good (740-800),152400.51,2,4,5048.010200000001,7,35336.0714
248,15599792,Dimauro,545,France,Female,26,1,0.0,2,1,1,199638.56,0,,New (0-2y),Poor (<580),0.0,2,10,2000.0,6,12000.0
249,15657566,Wieck,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,High (100-200K),Mature (5-8y),Fair (580-670),103097.85,1,3,3061.9570000000003,13,39805.441000000006
250,15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,High (100-200K),Mature (5-8y),Good (670-740),126418.14,1,3,3528.3628,8,0.0
251,15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,Medium (50-100K),Growing (2-5y),Very Good (740-800),77846.9,1,6,2556.938,5,12784.69
252,15753754,Morrison,587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,,New (0-2y),Fair (580-670),0.0,2,10,2000.0,6,12000.0
253,15793726,Matveyeva,681,France,Female,79,0,0.0,2,0,1,170968.99,0,,,Good (670-740),0.0,2,11,2000.0,5,10000.0
254,15694717,Ku,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,Medium (50-100K),New (0-2y),Poor (<580),79731.91,1,9,2594.6382000000003,7,18162.4674
255,15665834,Cheatham,696,Spain,Male,28,8,0.0,1,0,0,176713.47,0,,Mature (5-8y),Good (670-740),0.0,1,3,1000.0,8,8000.0
256,15765297,Yao,766,Spain,Male,41,0,0.0,2,0,1,34283.23,0,,,Very Good (740-800),0.0,2,11,2000.0,5,10000.0
257,15636684,Kirkland,727,France,Male,34,10,0.0,2,1,1,198637.34,0,,Loyal (8y+),Good (670-740),0.0,2,1,2000.0,15,30000.0
258,15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,Low (<50K),Mature (5-8y),Good (670-740),37266.67,2,5,2745.3334,6,16472.0004
259,15750803,Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0,High (100-200K),Mature (5-8y),Good (670-740),127992.25,1,5,3559.8450000000003,11,39158.295000000006
260,15607178,Welch,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,Medium (50-100K),Growing (2-5y),Excellent (800+),54901.01,1,8,2098.0202,8,16784.1616
261,15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,High (100-200K),Loyal (8y+),Good (670-740),108748.08,2,2,4174.9616000000005,14,58449.462400000004
262,15673481,Morton,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,Medium (50-100K),Mature (5-8y),Good (670-740),99906.19,1,5,2998.1238000000003,6,17988.7428
263,15686776,Rossi,557,France,Female,32,6,184686.41,2,1,0,14956.44,0,High (100-200K),Mature (5-8y),Poor (<580),184686.41,2,5,5693.7282,6,34162.3692
264,15673693,Reppert,682,France,Female,26,0,110654.02,1,0,1,111879.21,0,High (100-200K),,Good (670-740),110654.02,1,11,3213.0804000000003,5,16065.402000000002
265,15700696,Kang,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,Medium (50-100K),Loyal (8y+),Good (670-740),79019.8,1,2,2580.396,14,36125.544
266,15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,Medium (50-100K),Loyal (8y+),Poor (<580),99240.51,1,2,2984.8102,9,26863.2918
267,15653857,Wallis,498,France,Male,34,2,0.0,2,1,1,148528.24,0,,New (0-2y),Poor (<580),0.0,2,9,2000.0,7,14000.0
268,15777076,Clark,651,France,Male,36,7,0.0,2,1,0,13898.31,0,,Mature (5-8y),Fair (580-670),0.0,2,4,2000.0,7,14000.0
269,15717398,Fielding,549,Spain,Female,39,7,0.0,1,0,0,81259.25,1,,Mature (5-8y),Poor (<580),0.0,1,4,1000.0,7,0.0
270,15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,Medium (50-100K),Mature (5-8y),Very Good (740-800),52436.2,1,4,2048.724,7,14341.068000000001
271,15787071,Dulhunty,650,Spain,Male,41,9,0.0,2,0,1,191599.67,0,,Loyal (8y+),Fair (580-670),0.0,2,2,2000.0,14,28000.0
272,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,High (100-200K),Growing (2-5y),Good (670-740),100337.96,3,8,5006.7592,3,0.0
273,15796505,Boyle,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,High (100-200K),New (0-2y),Excellent (800+),149297.19,2,10,4985.9438,6,29915.6628
274,15725166,Newton,707,France,Male,30,8,0.0,2,1,0,33159.37,0,,Mature (5-8y),Good (670-740),0.0,2,3,2000.0,8,16000.0
275,15800116,Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,High (100-200K),Growing (2-5y),Good (670-740),145605.44,1,7,3912.1088,9,35208.9792
276,15758685,Dubinina,706,Spain,Female,37,7,0.0,2,1,1,110899.3,0,,Mature (5-8y),Good (670-740),0.0,2,4,2000.0,12,24000.0
277,15694456,Toscani,756,France,Male,62,3,0.0,1,1,1,11199.04,1,,Growing (2-5y),Very Good (740-800),0.0,1,8,1000.0,8,0.0
278,15767339,Chiazagomekpere,777,France,Female,53,10,0.0,2,1,0,189992.97,0,,Loyal (8y+),Very Good (740-800),0.0,2,1,2000.0,10,20000.0
279,15683562,Allen,646,France,Male,35,6,84026.86,1,0,1,164255.69,0,Medium (50-100K),Mature (5-8y),Fair (580-670),84026.86,1,5,2680.5371999999998,11,29485.9092
280,15782210,K'ung,714,France,Male,46,1,0.0,1,1,0,152167.79,1,,New (0-2y),Good (670-740),0.0,1,10,1000.0,1,0.0
281,15668893,Wilsmore,782,France,Male,39,8,0.0,2,1,1,33949.67,0,,Mature (5-8y),Very Good (740-800),0.0,2,3,2000.0,13,26000.0
282,15669169,Hargreaves,775,Spain,Male,29,10,0.0,2,1,1,68143.93,0,,Loyal (8y+),Very Good (740-800),0.0,2,1,2000.0,15,30000.0
283,15643024,Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,High (100-200K),Growing (2-5y),Poor (<580),138718.92,1,7,3774.3784000000005,9,0.0
284,15699389,Ch'ien,807,France,Male,42,7,118274.71,1,1,1,25885.72,0,High (100-200K),Mature (5-8y),Excellent (800+),118274.71,1,4,3365.4942,12,40385.9304
285,15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0,High (100-200K),Mature (5-8y),Very Good (740-800),174185.98,2,3,5483.7196,13,71288.3548
286,15626144,Chu,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,High (100-200K),Mature (5-8y),Good (670-740),113208.86,2,4,4264.1772,7,29849.240400000002
287,15573112,Kang,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,High (100-200K),Growing (2-5y),Fair (580-670),103907.28,1,6,3078.1456,5,15390.728
288,15790678,Davidson,475,France,Female,32,8,119023.28,1,1,0,100816.29,0,High (100-200K),Mature (5-8y),Poor (<580),119023.28,1,3,3380.4656,8,27043.7248
289,15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,High (100-200K),Growing (2-5y),Very Good (740-800),166297.89,1,6,4325.9578,10,43259.578
290,15697307,Nnachetam,588,Spain,Male,34,10,0.0,2,1,0,79078.91,0,,Loyal (8y+),Fair (580-670),0.0,2,1,2000.0,10,20000.0
291,15652266,Chidiebele,703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0,Medium (50-100K),Loyal (8y+),Good (670-740),63227.0,1,2,2264.54,14,31703.559999999998
292,15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,Medium (50-100K),Growing (2-5y),Very Good (740-800),94521.17,2,6,3890.4233999999997,5,19452.117
293,15655774,Booth,583,France,Male,27,7,0.0,2,1,0,51285.49,0,,Mature (5-8y),Fair (580-670),0.0,2,4,2000.0,7,14000.0
294,15590241,Chuang,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,High (100-200K),Loyal (8y+),Very Good (740-800),112822.26,1,2,3256.4452,9,0.0
295,15785819,Shao,681,France,Male,38,3,0.0,2,1,1,112491.96,0,,Growing (2-5y),Good (670-740),0.0,2,8,2000.0,8,16000.0
296,15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0,High (100-200K),New (0-2y),Very Good (740-800),135903.33,1,9,3718.0665999999997,2,7436.133199999999
297,15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0,High (100-200K),Growing (2-5y),Good (670-740),125169.26,1,7,3503.3852,9,31530.466800000002
298,15684173,Chang,687,Spain,Female,44,7,0.0,3,1,0,155853.52,1,,Mature (5-8y),Good (670-740),0.0,3,4,3000.0,7,0.0
299,15650068,Johnson,511,France,Male,58,0,149117.31,1,1,1,162599.51,0,High (100-200K),,Poor (<580),149117.31,1,11,3982.3462,5,19911.731
300,15811490,French,627,France,Male,33,5,0.0,2,1,1,103737.82,0,,Growing (2-5y),Fair (580-670),0.0,2,6,2000.0,10,20000.0
301,15803976,Efremov,694,France,Female,31,10,0.0,2,1,0,160990.27,0,,Loyal (8y+),Good (670-740),0.0,2,1,2000.0,10,20000.0
302,15682541,Hartley,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,High (100-200K),Mature (5-8y),Fair (580-670),132311.71,1,5,3646.2342,6,21877.4052
303,15695699,Calabrese,687,France,Male,35,8,0.0,2,1,0,10334.05,0,,Mature (5-8y),Good (670-740),0.0,2,3,2000.0,8,16000.0
304,15624188,Chiu,712,France,Female,33,6,0.0,2,1,1,190686.16,0,,Mature (5-8y),Good (670-740),0.0,2,5,2000.0,11,22000.0
305,15812191,Brennan,553,France,Male,33,4,118082.89,1,0,0,94440.45,0,High (100-200K),Growing (2-5y),Poor (<580),118082.89,1,7,3361.6578,4,13446.6312
306,15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,1,1,28257.63,0,High (100-200K),New (0-2y),Fair (580-670),119266.69,1,10,3385.3338,6,20312.0028
307,15594898,Hewitt,731,France,Male,43,2,0.0,1,1,1,170034.95,1,,New (0-2y),Good (670-740),0.0,1,9,1000.0,7,0.0
308,15660211,Shih,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,High (100-200K),Mature (5-8y),Fair (580-670),156847.29,2,4,5136.9458,7,35958.6206
309,15773972,Balashov,614,France,Male,50,4,137104.47,1,1,0,127166.49,1,High (100-200K),Growing (2-5y),Fair (580-670),137104.47,1,7,3742.0894000000003,4,0.0
310,15746726,Doyle,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,Medium (50-100K),Mature (5-8y),Poor (<580),78398.69,1,3,2567.9737999999998,8,20543.790399999998
311,15712287,Pokrovskii,652,France,Female,80,4,0.0,2,1,1,188603.07,0,,Growing (2-5y),Fair (580-670),0.0,2,7,2000.0,9,18000.0
312,15702919,Collins,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,Medium (50-100K),Mature (5-8y),Good (670-740),63669.42,1,5,2273.3884,6,13640.330399999999
313,15674398,Russo,642,France,Male,38,3,0.0,2,0,0,171463.83,0,,Growing (2-5y),Fair (580-670),0.0,2,8,2000.0,3,6000.0
314,15797960,Skinner,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,High (100-200K),,Excellent (800+),135296.33,1,11,3705.9266,0,0.0
315,15631868,Robertson,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,High (100-200K),New (0-2y),Very Good (740-800),153804.44,1,9,4076.0888,7,28532.6216
316,15581539,Atkinson,474,Spain,Male,37,3,0.0,2,0,0,57175.32,0,,Growing (2-5y),Poor (<580),0.0,2,8,2000.0,3,6000.0
317,15662736,Doyle,559,France,Male,49,2,147069.78,1,1,0,120540.83,1,High (100-200K),New (0-2y),Poor (<580),147069.78,1,9,3941.3956,2,0.0
318,15666252,Ritchie,706,Spain,Male,42,9,0.0,2,1,1,28714.34,0,,Loyal (8y+),Good (670-740),0.0,2,2,2000.0,14,28000.0
319,15677512,McEncroe,628,Spain,Female,22,3,0.0,1,1,0,85426.28,0,,Growing (2-5y),Fair (580-670),0.0,1,8,1000.0,3,3000.0
320,15626114,Pearson,429,France,Male,24,4,95741.75,1,1,0,46170.75,0,Medium (50-100K),Growing (2-5y),Poor (<580),95741.75,1,7,2914.835,4,11659.34
321,15810834,Gordon,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,High (100-200K),New (0-2y),Poor (<580),145965.33,1,9,3919.3066,7,27435.1462
322,15678910,Ts'ai,680,France,Female,30,8,141441.75,1,1,1,16278.97,0,High (100-200K),Mature (5-8y),Good (670-740),141441.75,1,3,3828.835,13,49774.855
323,15694408,Lung,749,France,Male,40,1,139290.41,1,1,0,182855.42,1,High (100-200K),New (0-2y),Very Good (740-800),139290.41,1,10,3785.8082,1,0.0
324,15585215,Yuan,763,France,Female,31,4,0.0,2,0,0,50404.72,0,,Growing (2-5y),Very Good (740-800),0.0,2,7,2000.0,4,8000.0
